id,city,cc1,minrate,nr_rooms,checkin,default_comm_lang,office_id,km_from_city_center,first_opened,payment_method,star_rating,hotel_type 
41916,Roma,it,0,1,11:00,it,13,4,11/05/2014,"cc,bt",2,Apartment
21393,Cannes,fr,186.2,2,16:00,fr,378,0,06/11/2014,"cc,ca,bt,bc",5,Guest house
97097,Roma,it,0,1,15:00,it,13,8,10/15/15,ca,,Bed and Breakfast
94869,Roma,it,33.32,4,14:00,it,13,6,9/17/15,"cc,bt",1,Guest house
8069,Roma,it,78.4,2,13:00,it,13,6,03/11/2014,"cc,ca,bt,bc",,Bed and Breakfast
94328,Paris,fr,0,1,11:00,fr,4,9,9/17/15,"cc, ca, bt",5,Apartment
96514,Roma,it,56.938,1,14:00,it,13,3,10/16/15,"cc,ca",,Apartment
33126,Roma,it,165.2933337,1,14:00,it,13,0,09/03/2014,"cc,bt",,Apartment
93149,Florence,it,88.2,1,16:00,it,279,15,09/07/2015,"cc,bt",3,Apartment
28435,Roma,it,0,1,15:00,it,13,13,7/22/14,"cc,bt",,Holiday home
90084,Roma,it,0,1,18:00,it,13,11,08/10/2015,"cc,bt",5,Apartment
93984,Paris,fr,0,1,14:00,en,4,13,09/11/2015,"cc,bt",5,Apartment
73382,Paris,fr,0,1,17:00,fr,4,14,5/22/15,"cc,ca",,Apartment
90958,Venice,it,0,1,15:00,it,363,0,8/19/15,"cc,bt",,Apartment
84559,Napoli,it,68.6,4,11:00,it,353,12,07/08/2015,"cc,ca",3,Bed and Breakfast
43891,Cannes,fr,0,1,15:00,NA,378,5,12/12/2014,"cc,ca",,Apartment
103845,Roma,it,0,1,12:00,it,13,1,12/24/15,"cc,ca,bt,bc",4,Apartment
108,Nice,fr,0,1,16:00,en,378,1,12/05/2014,"cc, ca, bt",,Villa
25517,Nice,fr,214.13,1,15:00,fr,378,2,6/29/14,"cc, ca, bt",2,Villa
101928,Milano,it,92.708,2,14:00,it,221,11,11/20/15,"cc,bt",5,Apartment
38410,Roma,it,0,1,15:00,it,13,3,10/04/2014,"cc, ca, bt",3,Apartment
69355,Milano,it,0,1,15:00,it,221,3,05/06/2015,"cc, ca, bt",4,Apartment
63022,Milano,it,0,1,15:00,it,221,2,3/30/15,"cc,ca",3,Apartment
16702,Paris,fr,0,1,15:00,fr,4,3,05/09/2014,"cc,ca",3,Apartment
101642,Cannes,fr,96.04,1,14:00,fr,378,6,11/10/2015,"ca, bt,",1,Apartment
24686,Roma,it,0,1,16:00,it,13,0,6/20/14,"ca, bt,",1,Apartment
97468,Paris,fr,127.4,1,16:30,fr,4,6,10/15/15,"cc, ca, bt",5,Apartment
80794,Milano,it,68.6,1,7:30,it,221,9,6/19/15,"cc,ca",3,Apartment
72661,Roma,it,95.795,4,11:30,it,13,10,5/18/15,"cc, ca, bt",5,Bed and Breakfast
54164,Roma,it,98,1,13:00,it,13,0,1/21/15,"cc,bt",4,Apartment
98418,Roma,it,186.2,1,14:00,it,13,14,10/23/15,"cc, ca, bt",4,Apartment
76768,Roma,it,0,1,17:00,xu,13,15,06/01/2015,"cc, ca, bt",5,Apartment
53288,Florence,it,0,1,15:00,NA,279,6,1/27/15,"cc,bt",,Apartment
19578,Roma,it,0,1,13:00,pl,13,2,5/30/14,"cc,bt",5,Apartment
27105,Florence,it,0,1,16:00,NA,279,3,08/01/2014,"cc,bt",1,Apartment
42539,Venice,it,127.4,1,15:00,it,363,10,11/12/2014,"cc, ca, bt",3,Apartment
56677,Paris,fr,0,1,14:00,NA,4,12,4/14/15,"cc,bt",3,Apartment
75280,Nice,fr,116.13,1,16:00,fr,378,5,06/05/2015,"cc,bt",3,Apartment
4232,Roma,it,68.6,3,12:00,it,13,15,1/20/14,"cc,bt",4,Bed and Breakfast
46577,Roma,it,0,1,14:00,it,13,0,12/02/2014,"cc,ca",,Apartment
92927,Paris,fr,0,1,17:00,fr,4,12,09/02/2015,"cc, ca, bt",1,Holiday home
53703,Paris,fr,0,1,11:00,en,4,2,02/02/2015,"ca, bt,",3,Apartment
97506,Milano,it,0,1,14:30,xu,221,8,11/11/2015,"cc,ca",,Apartment
74208,Roma,it,58.8,2,12:00,it,13,5,5/26/15,"cc, ca, bt",3,Bed and Breakfast
17933,Florence,it,0,2,15:30,NA,279,9,06/11/2014,ca,5,Apartment
38438,Milano,it,0,14,14:00,it,221,6,10/10/2014,"cc,ca",,Hostel
3429,Roma,it,53.9,3,14:00,it,13,10,01/09/2014,"cc, ca, bt",,Bed and Breakfast
73753,Milano,it,0,1,17:00,it,221,1,5/21/15,"cc,bt",4,Apartment
88632,Paris,fr,0,1,14:00,fr,4,0,9/19/15,"cc,bt",5,Apartment
88100,Paris,fr,0,1,9:00,fr,4,0,08/08/2015,ca,,Apartment
17007,Milano,it,0,1,14:00,it,221,2,05/09/2014,ca,3,Bed and Breakfast
82175,Milano,it,145.383,1,14:00,it,221,6,6/25/15,"cc,bt",4,Apartment
93827,Roma,it,104.958,1,14:00,it,13,12,09/10/2015,"cc, ca, bt",3,Bed and Breakfast
49624,Palermo,it,49,2,14:00,it,326,2,12/09/2014,"cc,ca,bt,bc",3,Guest house
103717,Roma,it,73.5,1,12:00,it,13,15,01/12/2016,"cc,ca,bt,bc",3,Apartment
109484,Roma,it,0,3,12:00,it,13,8,02/12/2016,"cc,ca",,Bed and Breakfast
42056,Cannes,fr,0,1,10:30,fr,378,3,11/08/2014,"cc,ca",1,Apartment
64413,Milano,it,0,1,14:00,it,221,4,3/31/15,ca,3,Apartment
80337,Milano,it,0,1,13:00,it,221,14,6/18/15,"cc, ca, bt",5,Holiday home
56744,Paris,fr,0,1,14:00,NA,4,2,4/14/15,"cc,bt",4,Apartment
61620,Napoli,it,0,1,15:30,it,353,3,04/01/2015,"cc,ca",5,Homestay
73755,Cannes,fr,122.5,1,16:00,fr,378,13,5/30/15,"ca, bt,",2,Apartment
32541,Roma,it,117.6,1,14:00,it,13,1,8/21/14,"ca, bt,",,Apartment
49460,Roma,it,490,1,12:00,it,13,9,12/11/2014,"cc,ca,bt,bc",2,Apartment
53071,Nice,fr,83.3,1,14:00,en,378,2,01/12/2015,ca,,Apartment
55320,Florence,it,43.12,1,15:00,it,279,13,2/17/15,"cc,ca,bt,bc",3,Apartment
104652,Roma,it,176.4,1,13:00,it,13,2,12/16/15,ca,4,Apartment
50937,Nice,fr,0,1,16:00,fr,378,1,12/23/14,"cc,bt",2,Apartment
35967,Roma,it,102.9,1,14:00,it,13,9,9/19/14,"cc,ca",3,Apartment
89873,Roma,it,98,1,12:00,xu,13,7,08/07/2015,"cc, ca, bt",,Apartment
38218,Cannes,fr,147,1,14:00,fr,378,1,9/27/14,"ca, bt,",3,Apartment
107172,Milano,it,0,1,14:00,it,221,12,1/21/16,"cc,ca",,Apartment
32469,Palermo,it,49,3,12:00,it,326,0,8/20/14,"cc, ca, bt",4,Bed and Breakfast
93579,Cannes,fr,0,1,14:00,fr,378,6,09/10/2015,"cc, ca, bt",5,Apartment
112409,Cannes,fr,56.84,1,13:00,fr,378,1,03/04/2016,"cc,bt",5,Bed and Breakfast
89425,Roma,it,58.8,3,13:00,it,13,14,08/07/2015,"cc,ca,bt,bc",,Bed and Breakfast
44321,Nice,fr,0,1,14:00,fr,378,15,11/21/14,ca,,Apartment
110685,Florence,it,529.2,1,16:00,it,279,11,3/18/16,"cc,ca",1,Villa
30554,Palermo,it,47.04,6,12:00,it,326,10,08/01/2014,ca,1,Guest house
9445,Nice,fr,0,1,15:00,fr,378,1,05/07/2014,"cc,bt",1,Apartment
69428,Venice,it,232.26,1,14:00,NA,363,0,06/08/2015,"cc,ca",2,Apartment
5668,Roma,it,147,2,14:30,it,13,12,02/10/2014,"cc, ca, bt",1,Holiday home
103076,Venice,it,196,1,14:00,it,363,9,11/23/15,"cc,bt",3,Apartment
52910,Paris,fr,196,1,13:00,fr,4,0,1/14/15,"cc,ca,bt,bc",3,Apartment
31105,Florence,it,161.7,1,15:00,it,279,5,08/11/2014,"cc,ca,bt,bc",,Apartment
93431,Roma,it,127.4,3,13:00,it,13,0,9/14/15,"cc, ca, bt",4,Bed and Breakfast
93648,Florence,it,0,1,14:00,it,279,6,09/09/2015,"cc,ca,bt,bc",5,Apartment
16983,Roma,it,138.915,5,14:00,it,13,2,5/16/14,"cc,bt",2,Guest house
70846,Paris,fr,0,1,8:00,NA,4,2,5/18/15,"cc, ca, bt",4,Apartment
60265,Palermo,it,0,1,15:00,it,326,4,03/10/2015,"cc,bt",5,Apartment
86192,Paris,fr,116.62,1,14:00,fr,4,8,7/21/15,"cc,bt",5,Apartment
103273,Florence,it,62.72,1,15:30,it,279,1,11/24/15,"cc,bt",3,Apartment
49872,Roma,it,0,2,13:30,it,13,4,12/15/14,"cc,ca",4,Apartment
92886,Roma,it,124.1333337,1,16:00,NA,13,1,09/11/2015,"cc,bt",2,Apartment
56710,Paris,fr,0,1,14:00,NA,4,12,4/14/15,ca,3,Apartment
86248,Paris,fr,247.94,1,15:00,en,4,0,7/27/15,"cc,ca",,Apartment
96672,Roma,it,0,1,14:00,it,13,3,10/22/15,"cc,bt",3,Apartment
51764,Nice,fr,196,1,14:00,fr,378,11,01/02/2015,"cc,ca,bt,bc",2,Apartment
40140,Roma,it,58.8,12,11:30,it,13,5,10/14/14,"cc,ca",1,Bed and Breakfast
71216,Palermo,it,47.04,5,11:30,it,326,1,06/01/2015,"cc,bt",,Bed and Breakfast
23006,Paris,fr,404.985,1,15:00,NA,4,4,6/26/14,"cc, ca, bt",4,Apartment
70749,Cannes,fr,0,1,14:00,fr,378,3,05/06/2015,"cc,ca",3,Apartment
106074,Roma,it,77.42,5,15:00,it,13,13,01/12/2016,"cc,bt",,Bed and Breakfast
110661,Roma,it,156.8,1,15:00,it,13,0,2/25/16,"cc,ca",,Apartment
65888,Nice,fr,0,1,14:00,fr,378,7,5/13/15,"cc,bt",,Apartment
56686,Paris,fr,385.14,1,14:00,NA,4,1,04/03/2015,bc,1,Apartment
3581,Paris,fr,0,1,15:00,en,4,9,1/17/14,"cc,ca",3,Apartment
87968,Paris,fr,67.62,1,14:00,fr,4,7,11/05/2015,"cc,bt",1,Apartment
54934,Paris,fr,0,1,16:00,fr,4,4,02/03/2015,"cc,bt",2,Apartment
45303,Nice,fr,78.4,1,12:00,fr,378,11,12/06/2014,"cc,ca",5,Apartment
54466,Florence,it,88.2,1,15:00,en,279,0,1/23/15,"cc,ca,bt,bc",,Apartment
49701,Paris,fr,0,1,15:00,fr,4,5,12/16/14,"cc,bt",3,Apartment
95079,Cannes,fr,93.1,1,16:00,fr,378,3,9/24/15,"ca, bt,",3,Apartment
90579,Milano,it,160.72,1,13:00,it,221,11,8/15/15,"ca, bt,",5,Apartment
102225,Roma,it,42.336,2,13:00,it,13,6,11/13/15,"cc, ca, bt",4,Bed and Breakfast
85680,Milano,it,0,1,14:00,pt,221,11,7/14/15,"cc,ca,bt,bc",5,Apartment
67968,Roma,it,43.218,2,14:00,it,13,5,4/23/15,"ca, bt,",1,Holiday home
32056,Palermo,it,47.04,1,12:30,it,326,7,8/21/14,"ca, bt,",4,Apartment
51925,Roma,it,0,1,13:00,it,13,11,01/08/2015,"cc,bt",5,Holiday home
40433,Paris,fr,0,1,14:00,NA,4,8,10/17/14,"cc,bt",2,Apartment
43830,Roma,it,78.4,1,13:00,it,13,7,11/30/14,ca,,Apartment
114437,Cannes,fr,0,1,16:00,xu,378,3,03/11/2016,ca,3,Apartment
59328,Venice,it,0,1,13:30,en,363,4,03/09/2015,"ca, bt,",3,Apartment
109063,Venice,it,0,1,14:00,it,363,12,2/13/16,"cc,ca,bt,bc",3,Apartment
101662,Milano,it,0,1,14:00,it,221,3,11/10/2015,"cc, ca, bt",4,Apartment
4700,Florence,it,104.958,7,14:00,it,279,3,02/04/2014,ca,5,Hotel
54873,Cannes,fr,115.64,1,16:00,fr,378,1,1/28/15,"cc,bt",3,Apartment
20225,Milano,it,0,1,14:00,it,221,5,06/04/2014,"cc,ca,bt,bc",,Apartment
8142,Paris,fr,280.28,10,15:00,NA,4,9,3/14/14,"cc,ca,bt,bc",,Apartment
100188,Napoli,it,39.2,1,12:00,en,353,3,11/04/2015,"cc, ca, bt",3,Apartment
82683,Milano,it,107.8,1,14:00,it,221,8,6/29/15,"cc,ca,bt,bc",5,Apartment
101356,Napoli,it,78.4,1,16:00,it,353,13,11/06/2015,"cc,ca,bt,bc",3,Apartment
54520,Palermo,it,196,1,12:00,it,326,3,1/27/15,"cc,bt",4,Apartment
78053,Roma,it,0,1,15:00,it,13,6,06/09/2015,"cc,ca,bt,bc",4,Holiday home
85727,Paris,fr,171.99,1,17:00,NA,4,8,09/04/2015,"cc,ca",,Apartment
22896,Cannes,fr,0,1,15:00,fr,378,0,6/19/14,"cc,bt",3,Apartment
40227,Paris,fr,0,1,14:30,fr,4,3,10/15/14,"cc,ca",,Apartment
81158,Milano,it,92.169,1,15:00,it,221,6,6/26/15,"cc, ca, bt",3,Apartment
111563,Nice,fr,59.78,1,15:00,fr,378,12,03/01/2016,"cc,bt",2,Apartment
84367,Roma,it,0,1,16:00,en,13,3,07/07/2015,"cc,bt",3,Apartment
77010,Paris,fr,101.43,1,13:00,fr,4,11,06/05/2015,"ca, bt,",,Apartment
97840,Palermo,it,0,1,12:00,it,326,1,10/19/15,"cc,bt",4,Apartment
104869,Roma,it,0,1,14:00,NA,13,8,12/22/15,"cc,ca,bt,bc",3,Apartment
87070,Roma,it,208.25,1,14:00,it,13,12,7/21/15,"cc,bt",1,Apartment
91706,Florence,it,68.6,1,15:00,it,279,9,8/25/15,"cc,ca,bt,bc",5,Apartment
99181,Roma,it,0,1,15:00,it,13,0,10/28/15,"cc,bt",,Villa
107325,Lyon,fr,73.5,3,16:00,fr,186,4,2/24/16,"cc, ca, bt",3,Guest house
114023,Roma,it,83.3,3,12:30,it,13,13,3/19/16,"cc, ca, bt",5,Guest house
103089,Roma,it,111.2496,9,15:00,it,13,4,12/11/2015,ca,3,Bed and Breakfast
68303,Paris,fr,0,1,12:00,fr,4,0,4/27/15,ca,5,Apartment
62808,Roma,it,142.1,1,16:00,it,13,2,3/23/15,"cc,ca,bt,bc",5,Apartment
112268,Nice,fr,123.48,1,15:00,en,378,11,3/18/16,"cc,bt",,Apartment
56572,Cannes,fr,754.6,1,17:00,fr,378,10,2/26/15,"cc, ca, bt",,Villa
31432,Napoli,it,57.33,1,14:00,it,353,7,08/08/2014,"cc,ca,bt,bc",3,Apartment
103611,Roma,it,0,1,16:00,it,13,3,12/15/15,"ca, bt,",5,Holiday home
95136,Paris,fr,134.8578,1,12:30,en,4,2,9/24/15,"cc,bt",5,Apartment
70622,Milano,it,0,1,7:00,it,221,8,05/10/2015,"cc, ca, bt",,Apartment
26217,Milano,it,102.9,1,14:00,it,221,10,07/07/2014,"cc,ca,bt,bc",4,Apartment
93134,Paris,fr,67.5024,6,15:00,fr,4,6,09/03/2015,"cc, ca, bt",1,Apartment
7411,Paris,fr,0,1,14:00,fr,4,8,03/07/2014,"cc,ca",2,Apartment
106878,Venice,it,568.89,2,14:00,en,363,11,01/12/2016,"cc,bt",3,ApartHotel
58828,Roma,it,0,1,12:00,it,13,0,2/27/15,"cc,ca",5,Holiday home
52842,Roma,it,147,2,14:00,it,13,2,01/10/2015,"cc, ca, bt",,Apartment
87491,Florence,it,111.132,7,15:00,it,279,1,7/27/15,"cc,bt",2,Apartment
29279,Paris,fr,0,1,14:00,fr,4,14,08/07/2014,"cc,bt",3,Apartment
51132,Florence,it,58.8,2,11:30,it,279,15,12/21/14,"cc, ca, bt",5,Guest house
95598,Milano,it,127.4,1,14:00,it,221,6,9/29/15,ca,1,Apartment
87393,Roma,it,68.6,1,15:00,it,13,5,08/06/2015,"cc,bt",3,Guest house
4176,Roma,it,0,1,12:00,it,13,0,1/17/14,ca,4,Apartment
102975,Paris,fr,153.223,1,15:00,NA,4,5,12/04/2015,"cc,ca,bt,bc",3,Apartment
56144,Florence,it,93.1,1,16:00,it,279,2,02/12/2015,"cc,bt",2,Apartment
53244,Milano,it,0,1,10:00,it,221,0,1/14/15,"cc, ca, bt",,Apartment
68199,Paris,fr,0,1,13:00,fr,4,6,6/16/15,"cc,ca,bt,bc",1,Apartment
112713,Paris,fr,189.14,1,15:00,fr,4,0,03/01/2016,"cc,bt",5,Apartment
62582,Palermo,it,49,3,15:00,it,326,5,3/23/15,"cc,ca",3,Guest house
30321,Napoli,it,78.4,1,12:00,it,353,4,09/02/2014,"cc, ca, bt",3,Holiday home
101462,Paris,fr,132.3,1,14:00,fr,4,1,11/10/2015,"cc,ca,bt,bc",,Apartment
84375,Paris,fr,0,1,14:00,fr,4,5,7/13/15,"cc, ca, bt",,Apartment
7769,Palermo,it,0,7,15:30,it,326,0,03/05/2014,ca,2,Apartment
62560,Roma,it,191.1,1,14:00,it,13,15,3/21/15,bc,5,Holiday home
97256,Nice,fr,64.68,1,15:00,it,378,6,10/13/15,"cc, ca, bt",,Apartment
44138,Cannes,fr,0,1,14:00,en,378,8,11/20/14,"cc,bt",,Apartment
97702,Lyon,fr,161.7,1,16:00,fr,186,12,10/16/15,"cc, ca, bt",1,Apartment
93859,Roma,it,122.794,1,15:00,it,13,2,09/10/2015,bc,1,Apartment
78605,Florence,it,0,2,15:30,NA,279,9,6/19/15,"cc,ca,bt,bc",4,Apartment
32806,Roma,it,0,1,14:00,NA,13,11,11/11/2014,"cc,bt",5,Apartment
18568,Roma,it,34.3,3,15:00,it,13,15,5/21/14,"cc,bt",4,Bed and Breakfast
106756,Florence,it,116.228,2,14:00,NA,279,3,2/15/16,"cc, ca, bt",4,Apartment
49854,Roma,it,0,1,18:00,it,13,1,12/11/2014,"cc,ca",5,Apartment
16478,Paris,fr,167.384,1,15:00,fr,4,4,5/14/14,"cc,bt",4,Apartment
70329,Paris,fr,183.26,1,16:00,fr,4,3,05/12/2015,ca,,Apartment
35016,Roma,it,0,3,12:30,it,13,8,09/10/2014,"cc,ca,bt,bc",5,Bed and Breakfast
89433,Roma,it,78.498,1,15:00,it,13,3,8/19/15,"cc, ca, bt",3,Apartment
39426,Cannes,fr,57.82,1,16:00,fr,378,5,10/03/2014,"ca, bt,",3,Apartment
49430,Paris,fr,123.48,1,13:00,fr,4,3,12/08/2014,"cc,bt",3,Apartment
44296,Roma,it,88.2,1,14:00,it,13,11,11/20/14,"ca, bt,",5,Holiday home
58939,Milano,it,162.288,3,14:00,it,221,9,03/11/2015,"cc,ca,bt,bc",2,Apartment
94939,Venice,it,0,1,8:00,it,363,8,9/18/15,"cc,bt",,Apartment
50827,Milano,it,0,1,14:00,it,221,6,12/16/14,bc,3,Apartment
95294,Napoli,it,57.82,1,16:00,it,353,1,9/23/15,"ca, bt,",5,Apartment
82508,Roma,it,186.2,1,14:00,it,13,6,6/30/15,"cc,ca,bt,bc",5,Apartment
112432,Paris,fr,0,1,14:00,NA,4,2,4/15/16,"cc, ca, bt",2,Apartment
35792,Paris,fr,0,1,14:30,fr,4,12,9/18/14,"cc,ca",3,Apartment
76879,Venice,it,102.9,1,16:00,it,363,7,06/04/2015,"cc,ca",2,Apartment
32407,Paris,fr,156.8,6,16:00,fr,4,3,8/21/14,"ca, bt,",3,Bed and Breakfast
22801,Paris,fr,0,1,12:00,fr,4,3,6/23/14,"cc,ca",3,Apartment
7377,Paris,fr,51.94,13,15:00,fr,4,0,3/25/14,"cc, ca, bt",4,Hotel
79086,Cannes,fr,57.82,1,15:00,fr,378,1,6/16/15,ca,3,Apartment
54139,Paris,fr,0,1,15:00,fr,4,0,1/29/15,"cc,bt",2,Apartment
88232,Roma,it,0,1,14:00,it,13,0,7/28/15,"cc, ca, bt",5,Apartment
62889,Nice,fr,73.5,1,16:00,fr,378,9,3/30/15,bc,4,Apartment
39441,Cannes,fr,48.02,1,15:00,fr,378,9,10/13/14,"cc,ca,bt,bc",2,Apartment
36422,Roma,it,83.79,1,14:30,it,13,6,9/24/14,"cc,ca,bt,bc",,Apartment
61350,Paris,fr,171.5,1,15:00,en,4,0,3/19/15,"cc,ca,bt,bc",5,Apartment
22930,Palermo,it,0,1,13:00,it,326,3,6/19/14,"cc,ca",4,Apartment
38429,Paris,fr,208.74,1,16:00,fr,4,2,9/30/14,"cc,ca,bt,bc",3,Apartment
57230,Roma,it,0,1,12:00,it,13,1,2/18/15,"cc, ca, bt",,Apartment
6827,Milano,it,131.418,16,14:00,it,221,5,7/24/14,"cc,bt",3,ApartHotel
70757,Nice,fr,0,1,14:30,fr,378,14,05/07/2015,"cc, ca, bt",1,Apartment
7788,Paris,fr,117.6,1,15:00,en,4,4,4/17/14,"cc,bt",5,Apartment
62283,Paris,fr,132.3,2,14:00,en,4,5,06/03/2015,"ca, bt,",4,Apartment
80667,Roma,it,333.2,1,11:30,it,13,10,6/25/15,"cc, ca, bt",5,Apartment
97739,Roma,it,0,1,13:00,it,13,2,10/19/15,"cc, ca, bt",3,Holiday home
82708,Paris,fr,0,1,14:00,fr,4,11,07/02/2015,ca,3,Apartment
107637,Cannes,fr,583.1,1,14:30,fr,378,3,1/28/16,"cc, ca, bt",5,Apartment
68275,Milano,it,73.5,1,15:00,it,221,7,05/06/2015,"cc,ca,bt,bc",3,Apartment
46667,Nice,fr,46.55,3,12:00,es,378,15,12/09/2014,"cc,ca,bt,bc",5,Guest house
74936,Roma,it,83.3,1,14:00,it,13,11,5/30/15,"ca, bt,",3,Apartment
85750,Paris,fr,92.61,1,17:00,NA,4,1,10/02/2015,"cc,bt",3,Apartment
56930,Roma,it,0,1,14:30,it,13,1,2/13/15,"cc, ca, bt",5,Apartment
70296,Paris,fr,93.1,1,14:00,fr,4,13,5/29/15,"cc,ca",5,Apartment
89573,Paris,fr,0,1,14:00,fr,4,4,08/05/2015,"cc,bt",3,Apartment
107032,Roma,it,107.8,1,15:00,it,13,6,04/05/2016,"cc,bt",,Apartment
18318,Roma,it,0,1,14:00,it,13,7,5/20/14,"cc,bt",3,Apartment
43461,Roma,it,0,1,13:00,en,13,0,11/17/14,"cc, ca, bt",,Apartment
94704,Roma,it,0,1,12:00,it,13,1,9/17/15,"cc, ca, bt",3,Apartment
75163,Roma,it,78.4,2,13:00,it,13,4,08/04/2015,"cc, ca, bt",4,Apartment
66881,Paris,fr,186.2,1,14:00,he,4,13,4/24/15,"cc,bt",,Apartment
27708,Paris,fr,114.66,1,15:00,fr,4,15,08/05/2014,"cc, ca, bt",2,Apartment
66355,Paris,fr,147,1,14:00,fr,4,0,4/13/15,"cc,bt",5,Apartment
81591,Napoli,it,53.9,1,13:00,en,353,13,6/24/15,"cc,bt",5,Apartment
21638,Milano,it,0,1,14:00,NA,221,9,6/19/14,"cc,ca,bt,bc",3,Apartment
62448,Venice,it,0,1,12:00,it,363,1,3/27/15,"cc,ca",,Apartment
85311,Milano,it,0,1,15:00,it,221,10,7/13/15,"cc,bt",1,Apartment
58515,Paris,fr,0,1,15:00,fr,4,10,2/26/15,ca,5,Apartment
86324,Napoli,it,49,4,9:30,it,353,4,7/21/15,"cc,ca",5,Bed and Breakfast
57377,Cannes,fr,29.4,6,15:00,fr,378,3,2/18/15,"cc,ca,bt,bc",5,Guest house
4081,Roma,it,0,1,15:00,it,13,1,2/21/14,"ca, bt,",,Apartment
104923,Roma,it,97.02,1,14:00,NA,13,2,12/22/15,ca,,Apartment
105783,Roma,it,54.88,3,12:00,it,13,1,1/13/16,"cc, ca, bt",3,Guest house
58228,Roma,it,57.82,5,15:00,it,13,5,3/18/15,"cc,bt",1,Apartment
93039,Napoli,it,96.04,1,13:00,it,353,7,09/03/2015,"ca, bt,",2,Apartment
63289,Napoli,it,107.8,1,16:00,it,353,15,3/26/15,"cc, ca, bt",5,Apartment
34775,Roma,it,156.8,1,13:00,it,13,9,9/19/14,ca,5,Apartment
70388,Venice,it,211.876,2,15:00,it,363,1,5/22/15,ca,,Apartment
7094,Roma,it,0,3,15:00,it,13,14,03/04/2014,"cc, ca, bt",,Guest house
99508,Florence,it,136.514,1,12:30,it,279,0,11/01/2015,"cc,bt",5,Apartment
60896,Roma,it,129.654,1,14:00,it,13,14,03/11/2015,ca,1,Apartment
86558,Florence,it,0,1,13:00,it,279,5,7/20/15,"cc, ca, bt",2,Apartment
113024,Cannes,fr,294,1,14:00,fr,378,2,03/10/2016,"cc,bt",5,Apartment
58967,Roma,it,78.4,2,12:00,it,13,3,03/02/2015,ca,3,Bed and Breakfast
19355,Cannes,fr,171.5,1,14:00,fr,378,4,5/28/14,"cc,bt",,Apartment
106526,Paris,fr,0,1,16:00,fr,4,12,02/09/2016,"cc,bt",5,Apartment
74194,Nice,fr,0,1,9:00,xu,378,2,5/22/15,"cc,bt",2,Apartment
53453,Venice,it,0,1,13:00,it,363,2,1/14/15,"cc, ca, bt",5,Apartment
73323,Florence,it,44.1,1,12:00,it,279,4,5/19/15,"cc,bt",5,Guest house
105788,Roma,it,136.22,6,12:30,it,13,3,1/18/16,"cc,bt",3,Bed and Breakfast
109324,Napoli,it,63.7,1,14:00,it,353,1,03/04/2016,"cc,ca,bt,bc",5,Apartment
85353,Cannes,fr,270.48,1,16:00,fr,378,3,7/24/15,"cc,ca",1,Apartment
49234,Paris,fr,0,1,14:00,en,4,13,12/09/2014,"cc,bt",4,Apartment
19103,Roma,it,53.9,1,14:00,it,13,6,5/26/14,"cc, ca, bt",3,Apartment
56759,Paris,fr,378.28,1,14:00,NA,4,3,04/03/2015,"cc, ca, bt",2,Apartment
13534,Paris,fr,0,1,14:00,fr,4,2,4/30/14,"cc,bt",5,Apartment
24361,Florence,it,0,1,16:00,NA,279,0,6/26/14,"cc,bt",5,Apartment
41332,Paris,fr,220.5,1,16:00,fr,4,0,10/29/14,"cc,bt",1,Apartment
101200,Palermo,it,39.2,4,12:00,it,326,6,11/05/2015,"cc,bt",4,Bed and Breakfast
73199,Venice,it,490,1,15:00,it,363,14,5/21/15,"ca, bt,",,Apartment
97407,Napoli,it,0,1,14:00,it,353,3,11/03/2015,bc,3,Apartment
114688,Venice,it,253.918,1,15:00,it,363,12,04/11/2016,"cc,ca",1,Apartment
78656,Roma,it,119.56,1,8:00,it,13,3,8/26/15,"cc,ca",1,Apartment
51589,Roma,it,0,1,14:00,it,13,14,12/24/14,"cc, ca, bt",3,Apartment
100285,Roma,it,126.42,1,12:00,it,13,1,2/16/16,"cc,ca",5,Apartment
70317,Milano,it,116.62,1,14:00,it,221,6,05/12/2015,"cc,ca",3,Apartment
55294,Paris,fr,0,1,14:00,NA,4,15,02/03/2015,"cc,bt",2,Apartment
66526,Roma,it,0,2,15:00,it,13,5,7/15/15,"ca, bt,",2,Guest house
56802,Paris,fr,0,1,14:00,NA,4,9,4/14/15,"cc, ca, bt",3,Apartment
115517,Paris,fr,101.136,1,13:30,fr,4,15,04/06/2016,"cc,ca",2,Apartment
93598,Paris,fr,94.9816,1,15:00,fr,4,5,09/11/2015,"cc,ca,bt,bc",3,Apartment
65362,Roma,it,149.94,1,7:00,xu,13,9,04/07/2015,"cc,bt",3,Apartment
62121,Cannes,fr,0,1,14:00,fr,378,11,3/18/15,ca,3,Apartment
68231,Napoli,it,50.666,1,16:00,it,353,15,4/23/15,"cc,bt",5,Bed and Breakfast
93658,Roma,it,42.1008,2,13:00,it,13,1,09/08/2015,ca,5,Bed and Breakfast
92585,Venice,it,0,1,16:00,it,363,0,8/31/15,"cc, ca, bt",5,Apartment
59409,Paris,fr,0,1,14:00,xu,4,14,3/26/15,"ca, bt,",5,Apartment
98127,Paris,fr,107.9078,1,17:00,it,4,3,10/23/15,"cc,bt",5,Bed and Breakfast
7771,Paris,fr,107.8,1,15:00,fr,4,2,03/10/2014,"cc,ca,bt,bc",5,Apartment
95093,Paris,fr,231.77,1,15:00,en,4,2,9/24/15,"ca, bt,",5,Apartment
